Unnamed: 0,Date,time,score_func,Dataset,cluster_type,cluster_epochs,cluster_lr,classifier_epochs,cluster_num,Normal_class,AUROC,AUIN,AUOUT,DTACC,cluster_acc,pooling
,2022-6-22,11-10-21,energy,hwu,SCCL,3,3e-06,1,10,0,0.3694235588972431,0.6631317303741051,0.1996092371619962,0.5,0.1723244717109747,mean
,2022-6-22,11-10-21,energy_ood,hwu,SCCL,3,3e-06,1,10,0,0.0237439949431099,0.1583037487505037,0.5038682394940546,0.5,0.1723244717109747,mean
,2022-6-22,11-10-21,maha,hwu,SCCL,3,3e-06,1,10,0,0.7064785858451439,0.8675846672502601,0.4528877463298044,0.6573469070907357,0.1723244717109747,mean
,2022-6-22,11-10-21,maha_ood,hwu,SCCL,3,3e-06,1,10,0,0.9921618204804046,0.9842988077732368,0.9963422578916752,0.9616545512010112,0.1723244717109747,mean
,2022-6-22,11-10-21,msp,hwu,SCCL,3,3e-06,1,10,0,0.3774702242331492,0.6721361757888014,0.2014973783590054,0.5,0.1723244717109747,mean
,2022-6-22,11-10-21,msp_ood,hwu,SCCL,3,3e-06,1,10,0,0.0895979772439949,0.161968283398141,0.5188613873124858,0.5,0.1723244717109747,mean
,2022-6-22,11-15-29,energy,hwu,SCCL,3,3e-06,1,20,0,0.3261206112626699,0.6365770754943398,0.1893265704267348,0.5,0.2931152010906612,mean
,2022-6-22,11-15-29,energy_ood,hwu,SCCL,3,3e-06,1,20,0,0.0466251580278128,0.1593057353180403,0.5084126764774288,0.5,0.2931152010906612,mean
,2022-6-22,11-15-29,maha,hwu,SCCL,3,3e-06,1,20,0,0.7522256969858274,0.8898835503274486,0.5138447075297149,0.7006786878701178,0.2931152010906612,mean
,2022-6-22,11-15-29,maha_ood,hwu,SCCL,3,3e-06,1,20,0,0.9908280657395702,0.9803998137612144,0.9959057361691338,0.9598903286978508,0.2931152010906612,mean
,2022-6-22,11-15-29,msp,hwu,SCCL,3,3e-06,1,20,0,0.3642424645685009,0.6554626760751605,0.2026395984120668,0.5,0.2931152010906612,mean
,2022-6-22,11-15-29,msp_ood,hwu,SCCL,3,3e-06,1,20,0,0.109343236409608,0.1639035455199947,0.5240368591983048,0.5,0.2931152010906612,mean
,2022-6-22,11-20-39,energy,hwu,SCCL,3,3e-06,1,30,0,0.3259431765253843,0.6301090905104947,0.1970764000836149,0.5,0.3933197000681663,mean
,2022-6-22,11-20-39,energy_ood,hwu,SCCL,3,3e-06,1,30,0,0.024626422250316,0.1583837264355122,0.5039345162670245,0.5,0.3933197000681663,mean
,2022-6-22,11-20-39,maha,hwu,SCCL,3,3e-06,1,30,0,0.7647747687803579,0.894233142622246,0.5450876945735637,0.7133985405992859,0.3933197000681663,mean
,2022-6-22,11-20-39,maha_ood,hwu,SCCL,3,3e-06,1,30,0,0.9931453855878636,0.9846364631552756,0.9969519283890068,0.9562866624525916,0.3933197000681663,mean
,2022-6-22,11-20-39,msp,hwu,SCCL,3,3e-06,1,30,0,0.3506110408765276,0.638193165603721,0.2195186683669255,0.5179563954133121,0.3933197000681663,mean
,2022-6-22,11-20-39,msp_ood,hwu,SCCL,3,3e-06,1,30,0,0.0574386852085967,0.1602715609103869,0.5102840365432308,0.5,0.3933197000681663,mean
,2022-6-22,11-25-55,energy,hwu,SCCL,3,3e-06,1,40,0,0.317519462372746,0.6303089160912981,0.1869182703479412,0.5,0.4550783912747103,mean
,2022-6-22,11-25-55,energy_ood,hwu,SCCL,3,3e-06,1,40,0,0.0309627054361567,0.1587400469273499,0.504969368898031,0.5,0.4550783912747103,mean
,2022-6-22,11-25-55,maha,hwu,SCCL,3,3e-06,1,40,0,0.769703018608468,0.8916760567545965,0.5380913794531114,0.7156697052365426,0.4550783912747103,mean
,2022-6-22,11-25-55,maha_ood,hwu,SCCL,3,3e-06,1,40,0,0.9912522123893808,0.9815703815817304,0.996060887992576,0.9533903286978508,0.4550783912747103,mean
,2022-6-22,11-25-55,msp,hwu,SCCL,3,3e-06,1,40,0,0.3262315079734735,0.6403589597854371,0.1881506391290537,0.5,0.4550783912747103,mean
,2022-6-22,11-25-55,msp_ood,hwu,SCCL,3,3e-06,1,40,0,0.054850821744627,0.1602281195401952,0.5095602565676628,0.5,0.4550783912747103,mean
